modelID pcons proq4 qmeanDisCo seqlen dan
DP00395r004_5 0.504 0.235 0.355 37 0.457
DP00395r004_4 0.419 0.237 0.402 37 0.469
DP00398r002_5 0.64 0.278 0.61 41 0.495
DP00398r002_2 0.5820000000000001 0.26 0.639 41 0.465
DP00398r002_1 0.63 0.28600000000000003 0.649 41 0.47600000000000003
DP00398r002_3 0.516 0.27 0.596 41 0.529
DP00398r002_4 0.515 0.298 0.617 41 0.494
DP00418r001_5 0.345 0.281 0.441 125 0.358
DP00418r001_3 0.366 0.28 0.384 125 0.335
DP00418r001_4 0.302 0.272 0.384 125 0.34600000000000003
DP00418r001_1 0.398 0.258 0.436 125 0.332
DP00418r001_2 0.338 0.266 0.374 125 0.337
DP00420r001_5 0.042 0.325 0.133 600 0.191
DP00420r001_1 0.047 0.295 0.395 600 0.174
DP00420r001_3 0.033 0.228 0.204 600 0.12
DP00420r001_4 0.044 0.3 0.379 600 0.16
DP00420r001_2 0.03 0.21600000000000005 0.18 600 0.124
DP00420r004_2 0.305 0.158 0.595 79 0.546
DP00420r004_1 0.314 0.158 0.561 79 0.41
DP00420r004_4 0.307 0.132 0.6859999999999999 79 0.565
DP00420r004_3 0.287 0.133 0.675 79 0.424
DP00420r004_5 0.264 0.155 0.556 79 0.406
DP00421r001_3 0.28300000000000003 0.272 0.344 202 0.317
DP00421r001_1 0.177 0.279 0.449 202 0.247
DP00421r001_4 0.28800000000000003 0.305 0.374 202 0.31
DP00421r001_2 0.188 0.29 0.414 202 0.261
DP00421r001_5 0.272 0.287 0.394 202 0.31
DP00424r001_2 0.456 0.252 0.35200000000000004 55 0.382
DP00424r001_4 0.585 0.236 0.435 55 0.431
DP00424r001_5 0.51 0.272 0.463 55 0.43200000000000005
DP00424r001_3 0.605 0.235 0.4370000000000001 55 0.389
DP00424r001_1 0.563 0.3 0.438 55 0.4
DP00435r003_4 0.418 0.326 0.615 71 0.389
DP00435r003_5 0.456 0.314 0.629 71 0.38799999999999996
DP00435r003_1 0.481 0.281 0.481 71 0.39
DP00435r003_2 0.452 0.287 0.535 71 0.444
DP00435r003_3 0.384 0.313 0.609 71 0.39799999999999996
DP00448r001_2 0.705 0.246 0.426 61 0.467
DP00448r001_1 0.732 0.272 0.5589999999999999 61 0.491
DP00448r001_4 0.7440000000000001 0.303 0.495 61 0.488
DP00448r001_3 0.753 0.246 0.494 61 0.505
DP00448r001_5 0.6859999999999999 0.266 0.429 61 0.502
DP00450r003_5 0.336 0.158 0.446 26 0.648
DP00450r003_1 0.35700000000000004 0.16399999999999998 0.442 26 0.496
DP00450r003_3 0.334 0.145 0.4270000000000001 26 0.45899999999999996
DP00450r003_4 0.3720000000000001 0.14800000000000002 0.517 26 0.654
DP00450r003_2 0.391 0.14800000000000002 0.4270000000000001 26 0.598
DP00458r001_1 0.269 0.281 0.38 101 0.34
DP00458r001_3 0.277 0.253 0.385 101 0.359
DP00458r001_5 0.297 0.239 0.3670000000000001 101 0.368
DP00458r001_2 0.242 0.267 0.482 101 0.33399999999999996
DP00458r001_4 0.253 0.239 0.354 101 0.368
DP00462r001_5 0.713 0.136 0.464 38 0.569
DP00462r001_4 0.422 0.142 0.4 38 0.368
DP00462r001_2 0.62 0.138 0.452 38 0.5539999999999999
DP00462r001_1 0.589 0.13699999999999998 0.438 38 0.664
DP00462r001_3 0.624 0.14300000000000002 0.45 38 0.57
DP00462r004_4 0.266 0.264 0.534 64 0.386
DP00462r004_2 0.315 0.23 0.52 64 0.41100000000000003
DP00462r004_5 0.266 0.247 0.376 64 0.359
DP00462r004_3 0.243 0.265 0.327 64 0.38299999999999995
DP00462r004_1 0.294 0.243 0.379 64 0.365
DP00466r003_4 0.165 0.278 0.415 102 0.282
DP00466r003_2 0.196 0.234 0.409 102 0.318
DP00466r003_1 0.199 0.257 0.451 102 0.314
DP00466r003_5 0.157 0.259 0.433 102 0.307
DP00466r003_3 0.221 0.231 0.435 102 0.311
DP00468r002_5 0.529 0.269 0.401 42 0.406
DP00468r002_3 0.512 0.25 0.399 42 0.49
DP00468r002_4 0.468 0.211 0.402 42 0.41600000000000004
DP00468r002_1 0.373 0.254 0.414 42 0.446
DP00468r002_2 0.391 0.233 0.409 42 0.5379999999999999
DP00469r001_4 0.29600000000000004 0.272 0.404 77 0.35200000000000004
DP00469r001_5 0.303 0.211 0.32299999999999995 77 0.358
DP00469r001_2 0.289 0.281 0.406 77 0.337
DP00469r001_3 0.268 0.252 0.39 77 0.35100000000000003
DP00469r001_1 0.32299999999999995 0.224 0.362 77 0.344
DP00473r004_1 0.3670000000000001 0.302 0.4320000000000001 104 0.368
DP00473r004_5 0.348 0.29600000000000004 0.465 104 0.374
DP00473r004_2 0.34600000000000003 0.311 0.464 104 0.373
DP00473r004_4 0.388 0.344 0.436 104 0.377
DP00473r004_3 0.379 0.269 0.44 104 0.375
DP00474r001_3 0.132 0.246 0.35700000000000004 176 0.255
DP00474r001_1 0.134 0.215 0.314 176 0.281
DP00474r001_4 0.121 0.21600000000000005 0.257 176 0.298
DP00474r001_2 0.12 0.229 0.32299999999999995 176 0.266
DP00474r001_5 0.108 0.24 0.34 176 0.28
DP00486r002_4 0.35 0.443 0.418 90 0.374
DP00486r002_1 0.309 0.443 0.423 90 0.376
DP00486r002_2 0.369 0.434 0.421 90 0.354
DP00486r002_3 0.387 0.39 0.4320000000000001 90 0.355
DP00486r002_5 0.332 0.379 0.399 90 0.33799999999999997
DP00491r001_5 0.514 0.481 0.32299999999999995 97 0.379
DP00491r001_2 0.526 0.44 0.337 97 0.361
DP00491r001_3 0.491 0.41 0.461 97 0.382
DP00491r001_1 0.472 0.454 0.402 97 0.336
DP00491r001_4 0.523 0.433 0.354 97 0.34299999999999997
DP00499r001_2 0.28600000000000003 0.17 0.263 86 0.314
DP00499r001_3 0.28800000000000003 0.17600000000000002 0.292 86 0.364
DP00499r001_5 0.317 0.14400000000000002 0.29100000000000004 86 0.34299999999999997
DP00499r001_4 0.308 0.15 0.285 86 0.34299999999999997
DP00499r001_1 0.276 0.147 0.305 86 0.363
DP00517r001_2 0.531 0.193 0.317 96 0.397
DP00517r001_3 0.534 0.189 0.287 96 0.366
DP00517r001_1 0.532 0.214 0.295 96 0.37799999999999995
DP00517r001_5 0.555 0.198 0.324 96 0.366
DP00517r001_4 0.373 0.179 0.317 96 0.34299999999999997
DP00519r001_5 0.075 0.29600000000000004 0.411 384 0.162
DP00519r001_3 0.097 0.293 0.438 384 0.185
DP00519r001_1 0.083 0.316 0.433 384 0.19699999999999998
DP00519r001_4 0.098 0.267 0.364 384 0.19399999999999998
DP00519r001_2 0.098 0.301 0.392 384 0.198
DP00521r001_3 0.217 0.371 0.345 202 0.239
DP00521r001_4 0.175 0.3670000000000001 0.467 202 0.213
DP00521r001_2 0.207 0.321 0.38 202 0.259
DP00521r001_5 0.222 0.341 0.363 202 0.245
DP00521r001_1 0.201 0.354 0.363 202 0.27
DP00524r001_4 0.122 0.192 0.481 200 0.23199999999999998
DP00524r001_5 0.101 0.231 0.57 200 0.247
DP00524r001_1 0.104 0.203 0.464 200 0.24100000000000002
DP00524r001_3 0.132 0.21 0.381 200 0.27899999999999997
DP00524r001_2 0.145 0.173 0.473 200 0.235
DP00524r004_5 0.98 0.385 0.785 33 0.888
DP00524r004_4 0.981 0.416 0.747 33 0.898
DP00524r004_3 0.987 0.419 0.792 33 0.904
DP00524r004_2 0.985 0.406 0.78 33 0.898
DP00524r004_1 0.983 0.392 0.802 33 0.888
DP00527r001_1 0.736 0.147 0.493 70 0.5479999999999999
DP00527r001_4 0.696 0.159 0.363 70 0.47700000000000004
DP00527r001_2 0.7290000000000001 0.14400000000000002 0.481 70 0.5379999999999999
DP00527r001_5 0.708 0.168 0.482 70 0.561
DP00527r001_3 0.758 0.138 0.486 70 0.586
DP00537r001_5 0.284 0.254 0.313 119 0.311
DP00537r001_1 0.263 0.266 0.32 119 0.317
DP00537r001_3 0.327 0.244 0.418 119 0.314
DP00537r001_2 0.292 0.242 0.313 119 0.305
DP00537r001_4 0.324 0.264 0.312 119 0.312
DP00551r001_5 0.77 0.224 0.528 77 0.542
DP00551r001_2 0.778 0.221 0.426 77 0.516
DP00551r001_1 0.742 0.218 0.518 77 0.524
DP00551r001_3 0.743 0.242 0.503 77 0.536
DP00551r001_4 0.7609999999999999 0.226 0.418 77 0.46
DP00552r001_2 0.429 0.262 0.518 96 0.402
DP00552r001_4 0.308 0.281 0.47 96 0.33299999999999996
DP00552r001_3 0.452 0.279 0.496 96 0.408
DP00552r001_1 0.386 0.258 0.531 96 0.445
DP00552r001_5 0.422 0.258 0.4970000000000001 96 0.364
DP00553r001_5 0.21 0.298 0.33 118 0.29
DP00553r001_4 0.217 0.254 0.379 118 0.3
DP00553r001_3 0.2 0.264 0.314 118 0.276
DP00553r001_2 0.182 0.266 0.399 118 0.298
DP00553r001_1 0.21600000000000005 0.297 0.252 118 0.297
DP00558r002_4 0.481 0.16699999999999998 0.449 54 0.44
DP00558r002_2 0.456 0.155 0.519 54 0.43200000000000005
DP00558r002_5 0.396 0.163 0.5429999999999999 54 0.488
DP00558r002_3 0.474 0.18600000000000005 0.53 54 0.546
DP00558r002_1 0.452 0.154 0.403 54 0.47100000000000003
DP00564r001_1 0.203 0.246 0.36 168 0.271
DP00564r001_5 0.235 0.257 0.325 168 0.28800000000000003
DP00564r001_2 0.155 0.244 0.391 168 0.27
DP00564r001_3 0.191 0.251 0.414 168 0.281
DP00564r001_4 0.241 0.231 0.344 168 0.28800000000000003
DP00573r001_3 0.5379999999999999 0.276 0.505 39 0.561
DP00573r001_4 0.529 0.287 0.539 39 0.49700000000000005
DP00573r001_2 0.522 0.229 0.45 39 0.544
DP00573r001_1 0.505 0.259 0.5489999999999999 39 0.526
DP00573r001_5 0.482 0.36 0.36 39 0.5589999999999999
DP00584r006_1 0.027000000000000003 0.22 0.13 613 0.128
DP00584r006_3 0.032 0.221 0.165 613 0.15
DP00584r006_5 0.031 0.235 0.147 613 0.157
DP00584r006_2 0.031 0.21 0.201 613 0.16
DP00584r006_4 0.025 0.188 0.315 613 0.136
DP00594r001_4 0.163 0.319 0.358 231 0.263
DP00594r001_1 0.12 0.297 0.344 231 0.256
DP00594r001_3 0.147 0.259 0.313 231 0.252
DP00594r001_2 0.1 0.269 0.482 231 0.21899999999999997
DP00594r001_5 0.158 0.292 0.333 231 0.28
DP00600r001_3 0.586 0.39 0.493 59 0.313
DP00600r001_4 0.615 0.253 0.466 59 0.33799999999999997
DP00600r001_2 0.374 0.379 0.503 59 0.298
DP00600r001_5 0.622 0.294 0.463 59 0.33
DP00600r001_1 0.606 0.306 0.489 59 0.342
DP00607r001_3 0.586 0.189 0.397 41 0.46399999999999997
DP00607r001_4 0.557 0.214 0.526 41 0.504
DP00607r001_2 0.617 0.187 0.408 41 0.496
DP00607r001_5 0.644 0.184 0.501 41 0.508
DP00607r001_1 0.62 0.188 0.496 41 0.495
DP00607r004_4 0.28800000000000003 0.192 0.306 45 0.354
DP00607r004_3 0.297 0.195 0.349 45 0.374
DP00607r004_1 0.269 0.175 0.336 45 0.423
DP00607r004_2 0.295 0.15 0.3 45 0.442
DP00607r004_5 0.242 0.16399999999999998 0.335 45 0.494
DP00609r001_4 0.022 0.196 0.13 727 0.102
DP00609r001_1 0.019 0.18600000000000005 0.241 727 0.107
DP00609r001_2 0.019 0.195 0.128 727 0.095
DP00609r001_5 0.018000000000000002 0.199 0.155 727 0.094
DP00609r001_3 0.021 0.232 0.162 727 0.1
DP00610r001_1 0.064 0.262 0.392 455 0.166
DP00610r001_4 0.042 0.26 0.289 455 0.174
DP00610r001_3 0.069 0.256 0.444 455 0.172
DP00610r001_2 0.07 0.246 0.321 455 0.18600000000000003
DP00610r001_5 0.047 0.264 0.496 455 0.182
DP00611r001_3 0.159 0.25 0.325 292 0.217
DP00611r001_5 0.14300000000000002 0.275 0.34 292 0.21899999999999997
DP00611r001_2 0.1 0.278 0.391 292 0.215
DP00611r001_1 0.13699999999999998 0.272 0.3670000000000001 292 0.223
DP00611r001_4 0.16 0.26 0.329 292 0.228
DP00613r001_3 0.325 0.341 0.438 378 0.326
DP00613r001_4 0.306 0.325 0.419 378 0.314
DP00613r001_2 0.284 0.331 0.424 378 0.308
DP00613r001_5 0.273 0.308 0.335 378 0.254
DP00613r001_1 0.274 0.32299999999999995 0.402 378 0.313
DP00615r019_5 0.378 0.253 0.518 97 0.322
DP00615r019_2 0.343 0.245 0.475 97 0.309
DP00615r019_1 0.363 0.252 0.471 97 0.31
DP00615r019_4 0.317 0.242 0.45 97 0.3
DP00615r019_3 0.354 0.235 0.502 97 0.344
DP00616r001_3 0.93 0.15 0.474 22 0.5529999999999999
DP00616r001_2 0.882 0.163 0.491 22 0.602
DP00616r001_5 0.917 0.198 0.484 22 0.623
DP00616r001_1 0.945 0.16 0.506 22 0.611
DP00616r001_4 0.947 0.159 0.488 22 0.588
DP00623r001_4 0.241 0.238 0.336 174 0.302
DP00623r001_3 0.267 0.275 0.375 174 0.271
DP00623r001_5 0.276 0.24 0.375 174 0.294
DP00623r001_2 0.266 0.271 0.371 174 0.268
DP00623r001_1 0.232 0.251 0.397 174 0.287
DP00623r003_1 0.799 0.159 0.456 52 0.53
DP00623r003_4 0.852 0.15 0.405 52 0.518
DP00623r003_5 0.765 0.163 0.448 52 0.527
DP00623r003_2 0.831 0.159 0.425 52 0.52
DP00623r003_3 0.802 0.149 0.393 52 0.502
DP00623r005_4 0.281 0.138 0.292 43 0.43799999999999994
DP00623r005_3 0.332 0.14400000000000002 0.301 43 0.442
DP00623r005_5 0.284 0.19 0.254 43 0.358
DP00623r005_1 0.313 0.152 0.348 43 0.457
DP00623r005_2 0.345 0.132 0.274 43 0.456
DP00625r001_5 0.345 0.331 0.355 116 0.317
DP00625r001_4 0.386 0.349 0.383 116 0.298
DP00625r001_2 0.377 0.284 0.35 116 0.302
DP00625r001_3 0.387 0.345 0.374 116 0.318
DP00625r001_1 0.375 0.336 0.408 116 0.313
DP00629r005_1 0.451 0.329 0.381 124 0.34299999999999997
DP00629r005_2 0.4320000000000001 0.358 0.365 124 0.354
DP00629r005_5 0.385 0.338 0.399 124 0.36
DP00629r005_4 0.45 0.359 0.369 124 0.341
DP00629r005_3 0.348 0.28600000000000003 0.297 124 0.35
DP00631r001_3 0.289 0.324 0.319 90 0.29600000000000004
DP00631r001_2 0.373 0.304 0.378 90 0.292
DP00631r001_1 0.25 0.303 0.345 90 0.297
DP00631r001_5 0.319 0.27 0.434 90 0.295
DP00631r001_4 0.373 0.325 0.324 90 0.294
DP00632r001_2 0.104 0.24 0.404 264 0.214
DP00632r001_3 0.112 0.207 0.35200000000000004 264 0.22899999999999998
DP00632r001_4 0.08 0.218 0.41 264 0.198
DP00632r001_1 0.081 0.21600000000000005 0.343 264 0.21100000000000002
DP00632r001_5 0.107 0.206 0.293 264 0.22
DP00636r001_4 0.231 0.213 0.3 71 0.446
DP00636r001_5 0.193 0.234 0.301 71 0.344
DP00636r001_1 0.187 0.2 0.378 71 0.376
DP00636r001_2 0.226 0.163 0.317 71 0.428
DP00636r001_3 0.222 0.205 0.255 71 0.373
DP00640r005_4 0.397 0.278 0.353 126 0.321
DP00640r005_3 0.359 0.277 0.362 126 0.306
DP00640r005_5 0.281 0.267 0.343 126 0.32899999999999996
DP00640r005_1 0.382 0.293 0.35100000000000003 126 0.314
DP00640r005_2 0.388 0.275 0.388 126 0.312
DP00646r001_2 0.326 0.307 0.32 105 0.305
DP00646r001_3 0.284 0.303 0.333 105 0.324
DP00646r001_1 0.341 0.308 0.377 105 0.32299999999999995
DP00646r001_4 0.342 0.292 0.339 105 0.321
DP00646r001_5 0.331 0.334 0.381 105 0.301
DP00655r001_4 0.251 0.254 0.401 110 0.39799999999999996
DP00655r001_3 0.389 0.246 0.382 110 0.39899999999999997
DP00655r001_5 0.376 0.243 0.397 110 0.35600000000000004
DP00655r001_1 0.426 0.265 0.425 110 0.43799999999999994
DP00655r001_2 0.389 0.306 0.445 110 0.47
DP00656r011_2 0.81 0.166 0.3 43 0.86
DP00656r011_3 0.4920000000000001 0.203 0.3 43 0.6629999999999999
DP00656r011_1 0.763 0.194 0.364 43 0.532
DP00656r011_5 0.8140000000000001 0.166 0.32 43 0.878
DP00656r011_4 0.794 0.171 0.281 43 0.636
DP00657r001_3 0.15 0.245 0.33 265 0.262
DP00657r001_2 0.106 0.272 0.55 265 0.21899999999999997
DP00657r001_4 0.166 0.275 0.361 265 0.259
DP00657r001_5 0.195 0.248 0.237 265 0.27399999999999997
DP00657r001_1 0.189 0.263 0.257 265 0.267
DP00658r001_3 0.301 0.279 0.344 193 0.278
DP00658r001_2 0.275 0.27 0.388 193 0.272
DP00658r001_5 0.306 0.277 0.412 193 0.267
DP00658r001_4 0.29 0.284 0.27 193 0.27899999999999997
DP00658r001_1 0.306 0.28600000000000003 0.336 193 0.295
DP00662r001_5 0.401 0.21 0.443 124 0.41
DP00662r001_3 0.408 0.25 0.436 124 0.382
DP00662r001_4 0.374 0.227 0.484 124 0.384
DP00662r001_1 0.374 0.208 0.4270000000000001 124 0.384
DP00662r001_2 0.294 0.212 0.385 124 0.38
DP00664r001_4 0.484 0.264 0.392 173 0.384
DP00664r001_2 0.49 0.277 0.443 173 0.342
DP00664r001_1 0.472 0.297 0.398 173 0.35200000000000004
DP00664r001_3 0.488 0.28 0.399 173 0.34
DP00664r001_5 0.479 0.265 0.44 173 0.341
DP00666r001_1 0.248 0.382 0.4320000000000001 114 0.29100000000000004
DP00666r001_3 0.17800000000000002 0.335 0.34700000000000003 114 0.28600000000000003
DP00666r001_5 0.21 0.354 0.335 114 0.302
DP00666r001_2 0.237 0.361 0.417 114 0.287
DP00666r001_4 0.251 0.36 0.258 114 0.289
DP00668r001_2 0.639 0.14 0.708 35 0.7879999999999999
DP00668r001_3 0.589 0.127 0.255 35 0.457
DP00668r001_5 0.684 0.113 0.58 35 0.792
DP00668r001_4 0.738 0.162 0.745 35 0.82
DP00668r001_1 0.67 0.19 0.419 35 0.6779999999999999
DP00669r001_3 0.38 0.261 0.374 71 0.42200000000000004
DP00669r001_2 0.374 0.223 0.34 71 0.39299999999999996
DP00669r001_1 0.361 0.265 0.279 71 0.414
DP00669r001_4 0.392 0.248 0.38 71 0.4
DP00669r001_5 0.322 0.249 0.285 71 0.40399999999999997
DP00675r001_3 0.5489999999999999 0.29600000000000004 0.551 102 0.39399999999999996
DP00675r001_1 0.5539999999999999 0.34 0.511 102 0.42
DP00675r001_4 0.311 0.298 0.5710000000000001 102 0.397
DP00675r001_2 0.509 0.344 0.546 102 0.41700000000000004
DP00675r001_5 0.53 0.326 0.531 102 0.41
DP00677r001_4 0.457 0.146 0.294 42 0.45399999999999996
DP00677r001_3 0.486 0.14300000000000002 0.27 42 0.475
DP00677r001_5 0.531 0.145 0.236 42 0.35600000000000004
DP00677r001_2 0.5479999999999999 0.135 0.263 42 0.39
DP00677r001_1 0.5589999999999999 0.135 0.261 42 0.42
DP00678r001_2 0.935 0.495 0.431 65 0.48
DP00678r001_3 0.95 0.491 0.502 65 0.52
DP00678r001_5 0.932 0.509 0.522 65 0.556
DP00678r001_4 0.95 0.482 0.5379999999999999 65 0.52
DP00678r001_1 0.942 0.474 0.539 65 0.545
DP00689r001_3 0.15 0.23 0.29 186 0.287
DP00689r001_2 0.158 0.217 0.254 186 0.262
DP00689r001_4 0.134 0.224 0.387 186 0.26
DP00689r001_5 0.165 0.279 0.488 186 0.24
DP00689r001_1 0.156 0.217 0.268 186 0.268
DP00693r001_5 0.099 0.206 0.348 172 0.264
DP00693r001_3 0.11 0.201 0.325 172 0.272
DP00693r001_4 0.13 0.23 0.259 172 0.257
DP00693r001_1 0.159 0.238 0.277 172 0.264
DP00693r001_2 0.182 0.228 0.257 172 0.235
DP00697r001_3 0.262 0.295 0.405 133 0.33799999999999997
DP00697r001_4 0.327 0.294 0.327 133 0.363
DP00697r001_2 0.269 0.269 0.297 133 0.33399999999999996
DP00697r001_5 0.293 0.277 0.344 133 0.34
DP00697r001_1 0.336 0.266 0.28600000000000003 133 0.344
DP00702r001_1 0.224 0.224 0.362 71 0.32899999999999996
DP00702r001_2 0.378 0.203 0.336 71 0.36200000000000004
DP00702r001_3 0.313 0.22 0.417 71 0.32799999999999996
DP00702r001_4 0.327 0.204 0.37 71 0.348
DP00702r001_5 0.336 0.22 0.278 71 0.317
DP00706r001_5 0.189 0.234 0.455 112 0.271
DP00706r001_3 0.172 0.235 0.443 112 0.28600000000000003
DP00706r001_1 0.193 0.248 0.389 112 0.298
DP00706r001_2 0.179 0.218 0.388 112 0.28800000000000003
DP00706r001_4 0.204 0.245 0.413 112 0.278
DP00707r002_3 0.115 0.28300000000000003 0.475 246 0.204
DP00707r002_2 0.11 0.3 0.379 246 0.21100000000000002
DP00707r002_4 0.134 0.287 0.354 246 0.212
DP00707r002_5 0.139 0.294 0.469 246 0.225
DP00707r002_1 0.147 0.276 0.353 246 0.213
DP00709r006_5 0.433 0.35200000000000004 0.455 63 0.429
DP00709r006_4 0.471 0.334 0.481 63 0.466
DP00709r006_3 0.466 0.32299999999999995 0.459 63 0.447
DP00709r006_1 0.384 0.257 0.447 63 0.391
DP00709r006_2 0.4320000000000001 0.336 0.491 63 0.44799999999999995
DP00719r001_4 0.564 0.12 0.3720000000000001 50 0.41200000000000003
DP00719r001_3 0.5489999999999999 0.119 0.378 50 0.46799999999999997
DP00719r001_2 0.579 0.119 0.368 50 0.444
DP00719r001_5 0.445 0.116 0.373 50 0.467
DP00719r001_1 0.293 0.122 0.248 50 0.37799999999999995
DP00719r003_1 0.401 0.187 0.4920000000000001 61 0.42200000000000004
DP00719r003_5 0.317 0.17800000000000002 0.7759999999999999 61 0.45399999999999996
DP00719r003_3 0.308 0.17 0.507 61 0.456
DP00719r003_4 0.374 0.154 0.74 61 0.444
DP00719r003_2 0.255 0.206 0.448 61 0.363
DP00719r007_4 0.426 0.285 0.368 71 0.384
DP00719r007_3 0.425 0.311 0.324 71 0.336
DP00719r007_1 0.402 0.392 0.388 71 0.354
DP00719r007_2 0.42 0.331 0.373 71 0.33899999999999997
DP00719r007_5 0.385 0.35600000000000004 0.375 71 0.39799999999999996
DP00720r007_1 0.177 0.189 0.278 99 0.4
DP00720r007_3 0.2 0.207 0.278 99 0.386
DP00720r007_2 0.222 0.194 0.243 99 0.27699999999999997
DP00720r007_4 0.222 0.177 0.289 99 0.38299999999999995
DP00720r007_5 0.229 0.188 0.274 99 0.361
DP00728r009_1 0.329 0.182 0.421 44 0.418
DP00728r009_4 0.42 0.217 0.375 44 0.413
DP00728r009_2 0.405 0.191 0.3720000000000001 44 0.397
DP00728r009_3 0.415 0.18600000000000005 0.385 44 0.397
DP00728r009_5 0.424 0.259 0.35100000000000003 44 0.441
DP00734r003_5 0.672 0.163 0.568 26 0.677
DP00734r003_2 0.67 0.133 0.56 26 0.732
DP00734r003_3 0.561 0.123 0.502 26 0.715
DP00734r003_4 0.639 0.118 0.523 26 0.778
DP00734r003_1 0.475 0.122 0.593 26 0.696
DP00742r001_1 0.071 0.29 0.391 341 0.18100000000000002
DP00742r001_3 0.08900000000000001 0.287 0.444 341 0.20600000000000002
DP00742r001_4 0.08900000000000001 0.3 0.35700000000000004 341 0.225
DP00742r001_5 0.07200000000000001 0.29600000000000004 0.339 341 0.218
DP00742r001_2 0.071 0.3 0.366 341 0.222
DP00747r001_1 0.269 0.249 0.51 68 0.37200000000000005
DP00747r001_5 0.316 0.23 0.53 68 0.366
DP00747r001_3 0.303 0.257 0.475 68 0.365
DP00747r001_2 0.354 0.272 0.52 68 0.384
DP00747r001_4 0.34600000000000003 0.246 0.447 68 0.392
DP00750r002_1 0.973 0.3720000000000001 0.7070000000000001 59 0.6509999999999999
DP00750r002_2 0.96 0.391 0.726 59 0.643
DP00750r002_4 0.951 0.393 0.701 59 0.596
DP00750r002_5 0.965 0.389 0.682 59 0.608
DP00750r002_3 0.968 0.376 0.7040000000000001 59 0.61
DP00768r001_4 0.364 0.166 0.368 86 0.34700000000000003
DP00768r001_1 0.255 0.154 0.35100000000000003 86 0.342
DP00768r001_3 0.301 0.183 0.42 86 0.33799999999999997
DP00768r001_5 0.35200000000000004 0.197 0.374 86 0.31
DP00768r001_2 0.325 0.192 0.385 86 0.35600000000000004
DP00768r008_5 0.084 0.292 0.449 319 0.231
DP00768r008_3 0.07400000000000001 0.294 0.415 319 0.22399999999999998
DP00768r008_1 0.104 0.327 0.341 319 0.261
DP00768r008_4 0.102 0.28 0.508 319 0.21
DP00768r008_2 0.08 0.305 0.419 319 0.223
DP00768r014_5 0.258 0.16 0.289 72 0.258
DP00768r014_1 0.275 0.138 0.521 72 0.248
DP00768r014_4 0.229 0.139 0.499 72 0.303
DP00768r014_3 0.268 0.13699999999999998 0.53 72 0.3
DP00768r014_2 0.196 0.153 0.486 72 0.28300000000000003
DP00768r020_3 0.451 0.3 0.359 50 0.419
DP00768r020_4 0.505 0.276 0.29600000000000004 50 0.401
DP00768r020_1 0.455 0.28600000000000003 0.339 50 0.401
DP00768r020_5 0.29100000000000004 0.241 0.294 50 0.38799999999999996
DP00768r020_2 0.494 0.29 0.273 50 0.386
DP00769r001_5 0.402 0.275 0.465 57 0.419
DP00769r001_1 0.267 0.25 0.322 57 0.305
DP00769r001_4 0.375 0.262 0.48 57 0.41200000000000003
DP00769r001_2 0.349 0.278 0.444 57 0.41700000000000004
DP00769r001_3 0.337 0.212 0.362 57 0.41200000000000003
DP00774r001_3 0.929 0.529 0.6 124 0.5660000000000001
DP00774r001_2 0.909 0.498 0.528 124 0.466
DP00774r001_5 0.885 0.528 0.604 124 0.573
DP00774r001_4 0.919 0.491 0.585 124 0.526
DP00774r001_1 0.924 0.539 0.5710000000000001 124 0.511
DP00786r001_5 0.295 0.121 0.526 38 0.514
DP00786r001_1 0.247 0.149 0.423 38 0.512
DP00786r001_4 0.201 0.166 0.423 38 0.46
DP00786r001_3 0.308 0.153 0.32 38 0.496
DP00786r001_2 0.215 0.142 0.47 38 0.46799999999999997
DP00786r002_2 0.334 0.24 0.365 42 0.48700000000000004
DP00786r002_3 0.421 0.181 0.424 42 0.64
DP00786r002_4 0.443 0.188 0.405 42 0.653
DP00786r002_5 0.317 0.209 0.34 42 0.45399999999999996
DP00786r002_1 0.247 0.171 0.327 42 0.47200000000000003
DP00788r001_1 0.688 0.15 0.35600000000000004 67 0.562
DP00788r001_3 0.6829999999999999 0.16699999999999998 0.342 67 0.541
DP00788r001_5 0.602 0.151 0.35 67 0.552
DP00788r001_4 0.691 0.172 0.382 67 0.568
DP00788r001_2 0.521 0.15 0.435 67 0.442
DP00790r001_2 0.66 0.238 0.511 31 0.48200000000000004
DP00790r001_3 0.684 0.204 0.4920000000000001 31 0.506
DP00790r001_1 0.321 0.287 0.355 31 0.439
DP00790r001_4 0.625 0.248 0.491 31 0.498
DP00790r001_5 0.6609999999999999 0.251 0.46 31 0.521
DP00794r004_2 0.156 0.243 0.385 229 0.256
DP00794r004_1 0.163 0.275 0.434 229 0.263
DP00794r004_4 0.116 0.238 0.469 229 0.217
DP00794r004_3 0.11 0.269 0.491 229 0.244
DP00794r004_5 0.125 0.262 0.405 229 0.244
DP00798r001_3 0.56 0.16399999999999998 0.38 34 0.534
DP00798r001_5 0.417 0.136 0.369 34 0.46
DP00798r001_2 0.528 0.142 0.449 34 0.596
DP00798r001_1 0.327 0.142 0.406 34 0.496
DP00798r001_4 0.467 0.134 0.439 34 0.49
DP00798r002_3 0.5760000000000001 0.397 0.67 83 0.632
DP00798r002_5 0.58 0.399 0.696 83 0.623
DP00798r002_2 0.583 0.435 0.6809999999999999 83 0.588
DP00798r002_4 0.448 0.313 0.474 83 0.504
