modelID tmalign RMSD lddt pcons proq4 dan seqlength
DP00249r001_3 0.26816 14.33 0.2848 0.988 0.677 0.5760000000000001 59
DP00249r001_4 0.26750999999999997 14.34 0.2869 0.988 0.6759999999999999 0.5920000000000001 59
DP00249r001_5 0.26818000000000003 14.35 0.2864 0.987 0.6609999999999999 0.586 59
DP00250r010_1 0.66317 6.35 0.2392 0.8290000000000001 0.516 0.37200000000000005 194
DP00250r010_2 0.66567 5.98 0.2407 0.7909999999999999 0.523 0.38799999999999996 194
DP00250r010_3 0.65166 7.15 0.2367 0.802 0.532 0.38 194
DP00250r010_4 0.66979 6.07 0.2438 0.8079999999999999 0.532 0.414 194
DP00250r010_5 0.66056 5.66 0.2439 0.828 0.526 0.37799999999999995 194
DP00251r001_1 0.28547 10.02 0.3405 0.244 0.263 0.163 432
DP00251r001_2 0.43618 13.02 0.4302 0.373 0.293 0.19399999999999998 432
DP00251r001_3 0.43842 11.59 0.4562 0.379 0.284 0.20600000000000002 432
DP00251r001_4 0.43399 9.77 0.4481 0.369 0.289 0.198 432
DP00251r001_5 0.42282 11.67 0.4114 0.393 0.294 0.183 432
DP00262r006_1 0.35128000000000004 7.46 0.5685 0.451 0.287 0.45899999999999996 51
DP00262r006_2 0.35204 8.86 0.5953 0.511 0.271 0.447 51
DP00262r006_3 0.3535 8.62 0.6149 0.493 0.35 0.44 51
DP00262r006_4 0.33089 7.43 0.5648 0.5 0.309 0.467 51
DP00262r006_5 0.35486 7.95 0.5742 0.51 0.29 0.46299999999999997 51
DP00296r001_1 0.30741999999999997 5.28 0.4249 0.928 0.247 0.433 38
DP00296r001_2 0.3065 5.09 0.4355 0.878 0.272 0.44299999999999995 38
DP00296r001_3 0.30756999999999995 5.12 0.4315 0.942 0.264 0.45799999999999996 38
DP00296r001_4 0.31026 5.24 0.4351 0.942 0.254 0.478 38
DP00296r001_5 0.30529 4.99 0.4404 0.904 0.33 0.434 38
DP00307r003_1 0.25249 13.51 0.2061 0.271 0.19 0.53 36
DP00307r003_2 0.25261999999999996 11.76 0.1779 0.365 0.23199999999999998 0.456 36
DP00307r003_3 0.25231 16.54 0.1816 0.373 0.335 0.508 36
DP00307r003_4 0.25444 9.5 0.2122 0.315 0.21 0.534 36
DP00307r003_5 0.25234 15.94 0.1919 0.453 0.231 0.522 36
DP00333r001_1 0.66163 18.91 0.6867 0.71 0.49700000000000005 0.33299999999999996 417
DP00333r001_2 0.67097 18.0 0.6932 0.715 0.516 0.364 417
DP00333r001_3 0.6666300000000001 17.71 0.6925 0.7090000000000001 0.51 0.36 417
DP00333r001_4 0.66979 23.79 0.6923 0.715 0.516 0.35200000000000004 417
DP00333r001_5 0.65779 19.91 0.6777 0.7 0.493 0.32299999999999995 417
DP00340r001_1 0.8465799999999999 2.1 0.2539 0.982 0.64 0.609 137
DP00340r001_2 0.84801 2.09 0.2543 0.981 0.636 0.616 137
DP00340r001_3 0.8463799999999999 2.1 0.2558 0.984 0.643 0.5870000000000001 137
DP00340r001_4 0.8477899999999999 2.09 0.2561 0.98 0.642 0.596 137
DP00340r001_5 0.84711 2.1 0.2565 0.985 0.643 0.613 137
DP00341r001_1 0.16236 4.65 0.6698 0.223 0.243 0.32899999999999996 118
DP00341r001_2 0.16039 4.72 0.6767 0.237 0.21899999999999997 0.336 118
DP00341r001_3 0.16102 4.69 0.6298 0.269 0.249 0.312 118
DP00341r001_4 0.16114 4.04 0.6748 0.26 0.24600000000000002 0.33899999999999997 118
DP00341r001_5 0.16142 4.64 0.6501 0.266 0.255 0.34 118
DP00343r001_1 0.29643 7.9 0.5975 0.84 0.272 0.456 71
DP00343r001_2 0.29441999999999996 7.18 0.5977 0.7709999999999999 0.27399999999999997 0.465 71
DP00343r001_3 0.2951 7.89 0.6044 0.813 0.261 0.469 71
DP00343r001_4 0.29681 7.99 0.5973 0.853 0.281 0.429 71
DP00343r001_5 0.29473 7.42 0.6015 0.797 0.276 0.45799999999999996 71
DP00348r008_1 0.52642 4.2 0.5576 0.957 0.514 0.698 60
DP00348r008_2 0.52991 4.17 0.5624 0.976 0.506 0.703 60
DP00348r008_3 0.53192 4.17 0.5664 0.97 0.499 0.691 60
DP00348r008_4 0.53213 4.16 0.5557 0.972 0.503 0.725 60
DP00348r008_5 0.52888 4.16 0.5536 0.972 0.48100000000000004 0.71 60
DP00365r001_1 0.60754 9.4 0.2145 0.975 0.6759999999999999 0.695 129
DP00365r001_2 0.60898 9.41 0.2175 0.978 0.693 0.782 129
DP00365r001_3 0.60847 9.38 0.21600000000000003 0.975 0.6970000000000001 0.838 129
DP00365r001_4 0.60831 9.42 0.2181 0.978 0.69 0.7659999999999999 129
DP00365r001_5 0.6090800000000001 9.36 0.2168 0.977 0.6920000000000001 0.763 129
DP00382r003_1 0.50712 3.74 0.5088 0.986 0.35100000000000003 0.764 24
DP00382r003_2 0.50795 3.75 0.5094 0.991 0.355 0.7879999999999999 24
DP00382r003_3 0.50912 3.66 0.5066 0.992 0.35600000000000004 0.759 24
DP00382r003_4 0.5048600000000001 3.74 0.5077 0.986 0.35 0.7759999999999999 24
DP00382r003_5 0.5091600000000001 3.66 0.5052 0.993 0.36 0.769 24
DP00387r001_1 0.80009 2.61 0.4862 0.948 0.564 0.5920000000000001 116
DP00387r001_2 0.80085 2.52 0.4888 0.968 0.59 0.588 116
DP00387r001_3 0.7975 2.54 0.489 0.964 0.5920000000000001 0.57 116
DP00387r001_4 0.79761 2.61 0.4914 0.957 0.584 0.568 116
DP00387r001_5 0.79919 2.59 0.4857 0.967 0.57 0.552 116
DP00410r008_1 0.24520999999999998 1.2 0.1866 0.37 0.146 0.47200000000000003 36
DP00410r008_2 0.23371 2.13 0.20800000000000002 0.4270000000000001 0.149 0.457 36
DP00410r008_3 0.24786999999999998 1.08 0.1752 0.435 0.154 0.508 36
DP00410r008_4 0.25372 0.91 0.1969 0.43 0.14800000000000002 0.52 36
DP00410r008_5 0.19974 2.17 0.1719 0.338 0.191 0.35600000000000004 36
DP00423r001_1 0.71591 4.22 0.6113 0.963 0.59 0.584 88
DP00423r001_2 0.71949 4.2 0.6156 0.948 0.607 0.5920000000000001 88
DP00423r001_3 0.71922 4.17 0.6163 0.967 0.562 0.581 88
DP00423r001_4 0.71622 4.22 0.6137 0.974 0.579 0.5760000000000001 88
DP00423r001_5 0.71882 4.26 0.621 0.968 0.569 0.578 88
DP00427r002_1 0.50851 3.73 0.272 0.8440000000000001 0.38299999999999995 0.564 55
DP00427r002_2 0.49372 4.99 0.2695 0.804 0.435 0.542 55
DP00427r002_3 0.5049100000000001 4.38 0.2762 0.875 0.408 0.603 55
DP00427r002_4 0.50463 4.38 0.2762 0.89 0.39299999999999996 0.562 55
DP00427r002_5 0.50684 4.19 0.2735 0.8740000000000001 0.395 0.54 55
DP00447r016_1 0.26163000000000003 21.35 0.3558 0.578 0.33299999999999996 0.284 241
DP00447r016_2 0.26143 19.43 0.3862 0.581 0.325 0.266 241
DP00447r016_3 0.26475 21.43 0.395 0.657 0.335 0.27899999999999997 241
DP00447r016_4 0.26171 20.96 0.35 0.569 0.309 0.262 241
DP00447r016_5 0.26415 21.37 0.3895 0.632 0.321 0.268 241
DP00463r004_1 0.34188 14.58 0.1961 0.8170000000000001 0.494 0.47200000000000003 82
DP00463r004_2 0.33818000000000004 14.43 0.1876 0.818 0.49200000000000005 0.45799999999999996 82
DP00463r004_3 0.34339000000000003 13.97 0.192 0.765 0.523 0.51 82
DP00463r004_4 0.33608000000000005 15.02 0.1968 0.688 0.517 0.488 82
DP00463r004_5 0.33223 14.57 0.1896 0.8 0.511 0.446 82
DP00468r001_1 0.37432 9.47 0.5134 0.0 0.20800000000000002 0.475 66
DP00468r001_2 0.37501999999999996 9.49 0.5491 0.0 0.205 0.44 66
DP00468r001_3 0.37425 9.49 0.5064 0.0 0.19399999999999998 0.43200000000000005 66
DP00468r001_4 0.37461 9.49 0.5088 0.0 0.226 0.48200000000000004 66
DP00468r001_5 0.37551 9.49 0.5275 0.0 0.183 0.469 66
DP00472r001_1 0.37527 12.71 0.2417 0.63 0.396 0.28800000000000003 324
DP00472r001_2 0.35441999999999996 12.69 0.2434 0.622 0.40299999999999997 0.237 324
DP00472r001_3 0.37579 13.67 0.2417 0.498 0.385 0.257 324
DP00472r001_4 0.35973 12.85 0.2459 0.616 0.40299999999999997 0.26 324
DP00472r001_5 0.37322 14.94 0.2444 0.526 0.39799999999999996 0.268 324
DP00488r001_1 0.32047 6.23 0.4737 0.401 0.252 0.512 51
DP00488r001_2 0.33719 7.32 0.499 0.5710000000000001 0.213 0.515 51
DP00488r001_3 0.33207 6.37 0.5084 0.635 0.172 0.494 51
DP00488r001_4 0.33334 6.41 0.5049 0.6559999999999999 0.179 0.505 51
DP00488r001_5 0.35672 4.57 0.5144 0.537 0.18 0.564 51
DP00492r001_1 0.137 32.81 0.09173 0.13699999999999998 0.24100000000000002 0.22399999999999998 344
DP00492r001_2 0.1333 38.22 0.0869 0.08199999999999999 0.26899999999999996 0.20600000000000002 344
DP00492r001_3 0.12619 33.88 0.09 0.151 0.27 0.23199999999999998 344
DP00492r001_4 0.13408 32.94 0.0923 0.14300000000000002 0.248 0.21899999999999997 344
DP00492r001_5 0.12276 40.27 0.0874 0.162 0.255 0.203 344
DP00518r027_1 0.73348 2.16 0.7186 0.721 0.113 0.847 33
DP00518r027_2 0.77991 2.41 0.7452 0.865 0.115 0.872 33
DP00518r027_3 0.7821100000000001 1.44 0.7611 0.8590000000000001 0.11900000000000001 0.833 33
DP00518r027_4 0.77963 2.36 0.746 0.867 0.11599999999999999 0.885 33
DP00518r027_5 0.7125 3.17 0.7124 0.8140000000000001 0.11699999999999999 0.835 33
DP00520r001_1 0.21768 18.56 0.1747 0.353 0.389 0.308 217
DP00520r001_2 0.2223 17.89 0.1665 0.374 0.387 0.3 217
DP00520r001_3 0.23326 16.74 0.1705 0.309 0.38799999999999996 0.326 217
DP00520r001_4 0.21883000000000002 14.4 0.1717 0.298 0.348 0.276 217
DP00520r001_5 0.22235 18.21 0.1687 0.348 0.384 0.293 217
DP00533r001_1 0.16032000000000002 20.22 0.08297 0.253 0.292 0.23 334
DP00533r001_2 0.11875999999999999 25.22 0.0809 0.225 0.29 0.24100000000000002 334
DP00533r001_3 0.13617 24.34 0.0788 0.15 0.295 0.20600000000000002 334
DP00533r001_4 0.1182 31.97 0.08 0.238 0.281 0.22 334
DP00533r001_5 0.14203 20.68 0.083 0.242 0.262 0.237 334
DP00534r004_1 0.25824 4.32 0.5388 0.993 0.37 0.38 131
DP00534r004_2 0.25419 4.33 0.5402 0.993 0.35600000000000004 0.406 131
DP00534r004_3 0.2566 4.31 0.5346 0.994 0.369 0.371 131
DP00534r004_4 0.24615 4.34 0.5355 0.992 0.40700000000000003 0.389 131
DP00534r004_5 0.25587 4.31 0.5418 0.994 0.38299999999999995 0.39899999999999997 131
DP00540r001_1 0.57422 25.47 0.5545 0.691 0.46799999999999997 0.39899999999999997 345
DP00540r001_2 0.56816 20.63 0.5537 0.675 0.45 0.415 345
DP00540r001_3 0.56784 24.89 0.5596 0.6579999999999999 0.48200000000000004 0.428 345
DP00540r001_4 0.5665100000000001 21.61 0.5492 0.6509999999999999 0.46299999999999997 0.384 345
DP00540r001_5 0.56848 27.63 0.551 0.6970000000000001 0.49700000000000005 0.408 345
DP00541r001_1 0.23274 7.72 0.484 0.0 0.28 0.249 257
DP00541r001_2 0.16357 7.37 0.539 0.0 0.247 0.239 257
DP00541r001_3 0.24397 7.68 0.4921 0.0 0.27399999999999997 0.258 257
DP00541r001_4 0.19772 7.81 0.5113 0.0 0.273 0.2 257
DP00541r001_5 0.15011 8.06 0.4852 0.0 0.29100000000000004 0.256 257
DP00543r014_1 0.4714 13.08 0.2691 0.728 0.33399999999999996 0.479 63
DP00543r014_2 0.47107 11.62 0.2709 0.7120000000000001 0.35600000000000004 0.45 63
DP00543r014_3 0.46979 12.49 0.2637 0.7090000000000001 0.342 0.461 63
DP00543r014_4 0.46888 13.76 0.2664 0.693 0.344 0.435 63
DP00543r014_5 0.46687 12.37 0.2731 0.728 0.337 0.473 63
DP00544r003_1 0.4481 4.44 0.5364 0.768 0.33899999999999997 0.364 120
DP00544r003_2 0.5101600000000001 3.42 0.5441 0.914 0.342 0.39899999999999997 120
DP00544r003_3 0.45468000000000003 3.88 0.5041 0.853 0.358 0.34 120
DP00544r003_4 0.5089100000000001 3.45 0.5538 0.914 0.35 0.396 120
DP00544r003_5 0.5068199999999999 3.47 0.5407 0.914 0.348 0.38299999999999995 120
DP00546r001_1 0.46095 12.85 0.7334 0.753 0.408 0.524 129
DP00546r001_2 0.46485 14.52 0.7116 0.762 0.395 0.56 129
DP00546r001_3 0.45281000000000005 13.05 0.7096 0.687 0.402 0.431 129
DP00546r001_4 0.47191000000000005 9.79 0.7163 0.747 0.452 0.48 129
DP00546r001_5 0.47107 10.7 0.7290000000000001 0.753 0.43200000000000005 0.505 129
DP00549r001_1 0.22859000000000002 5.81 0.2914 0.872 0.193 0.754 35
DP00549r001_2 0.2284 5.94 0.3063 0.794 0.203 0.674 35
DP00549r001_3 0.2286 5.77 0.2964 0.862 0.203 0.802 35
DP00549r001_4 0.22854000000000002 6.85 0.2976 0.768 0.24 0.775 35
DP00549r001_5 0.22851 5.71 0.2917 0.878 0.22699999999999998 0.762 35
DP00550r001_1 0.5882 7.3 0.3214 0.914 0.629 0.5379999999999999 108
DP00550r001_2 0.58637 7.33 0.317 0.906 0.618 0.5 108
DP00550r001_3 0.58497 7.43 0.3207 0.942 0.6459999999999999 0.521 108
DP00550r001_4 0.5844600000000001 7.45 0.3192 0.932 0.622 0.542 108
DP00550r001_5 0.57975 7.72 0.3197 0.88 0.618 0.547 108
DP00563r001_1 0.67882 3.93 0.4426 0.812 0.209 0.29 204
DP00563r001_2 0.50763 3.96 0.3538 0.721 0.249 0.24600000000000002 204
DP00563r001_3 0.67961 4.18 0.4391 0.8029999999999999 0.207 0.28800000000000003 204
DP00563r001_4 0.60449 3.61 0.3844 0.812 0.247 0.248 204
DP00563r001_5 0.67878 3.5 0.4364 0.81 0.201 0.302 204
DP00566r001_1 0.19837 6.32 0.2446 0.5529999999999999 0.233 0.42200000000000004 35
DP00566r001_2 0.25333 5.42 0.2476 0.445 0.201 0.42200000000000004 35
DP00566r001_3 0.20165 4.9 0.2403 0.47 0.185 0.439 35
DP00566r001_4 0.25467 5.48 0.2682 0.578 0.207 0.47700000000000004 35
DP00566r001_5 0.21468 6.57 0.2603 0.503 0.254 0.457 35
DP00576r004_1 0.38098000000000004 8.5 0.4814 0.491 0.36200000000000004 0.315 188
DP00576r004_2 0.3992 8.59 0.504 0.5429999999999999 0.38 0.359 188
DP00576r004_3 0.39855 10.18 0.4648 0.474 0.332 0.303 188
DP00576r004_4 0.34985 9.79 0.4347 0.443 0.35600000000000004 0.344 188
DP00576r004_5 0.39176 9.53 0.4904 0.525 0.36 0.366 188
DP00587r001_1 0.80457 2.55 0.1571 0.939 0.529 0.45799999999999996 243
DP00587r001_2 0.81033 2.34 0.1572 0.954 0.516 0.424 243
DP00587r001_3 0.81177 2.04 0.1579 0.95 0.527 0.423 243
DP00587r001_4 0.8133100000000001 2.03 0.1566 0.957 0.545 0.444 243
DP00587r001_5 0.80943 2.45 0.1564 0.961 0.541 0.457 243
DP00588r001_1 0.12912 2.73 0.5185 0.0 0.23 0.318 82
DP00588r001_2 0.2887 2.91 0.4472 0.0 0.25 0.363 82
DP00588r001_3 0.23606999999999997 2.92 0.4796 0.0 0.233 0.358 82
DP00588r001_4 0.28933000000000003 2.94 0.4469 0.0 0.28300000000000003 0.33 82
DP00588r001_5 0.32031 2.96 0.4398 0.0 0.342 0.35 82
DP00591r001_1 0.5957100000000001 10.37 0.4954 0.5 0.371 0.142 701
DP00591r001_2 0.84819 3.21 0.6015 0.569 0.51 0.247 701
DP00591r001_3 0.62134 8.41 0.569 0.545 0.506 0.225 701
DP00591r001_4 0.59825 10.82 0.4963 0.463 0.36700000000000005 0.133 701
DP00591r001_5 0.85985 2.94 0.6192 0.568 0.513 0.263 701
DP00592r001_1 0.50467 4.36 0.4089 0.643 0.27699999999999997 0.484 62
DP00592r001_2 0.50685 4.54 0.3805 0.624 0.261 0.48200000000000004 62
DP00592r001_3 0.50492 4.49 0.3782 0.603 0.257 0.46399999999999997 62
DP00592r001_4 0.49992 3.78 0.4093 0.644 0.273 0.496 62
DP00592r001_5 0.50284 3.78 0.4097 0.597 0.29 0.5579999999999999 62
DP00621r001_1 0.78735 2.63 0.614 0.917 0.598 0.546 113
DP00621r001_2 0.7841600000000001 2.46 0.6234 0.923 0.606 0.5379999999999999 113
DP00621r001_3 0.78554 2.64 0.6063 0.917 0.584 0.518 113
DP00621r001_4 0.76841 3.02 0.6044 0.903 0.585 0.49200000000000005 113
DP00621r001_5 0.7850699999999999 2.44 0.6058 0.925 0.611 0.546 113
DP00624r001_1 0.66601 2.24 0.6192 0.983 0.204 0.9440000000000001 53
DP00624r001_2 0.6635800000000001 2.15 0.5824 0.967 0.214 0.826 53
DP00624r001_3 0.66685 2.26 0.6174 0.988 0.18899999999999997 0.971 53
DP00624r001_4 0.6661699999999999 2.25 0.6092 0.988 0.184 0.9640000000000001 53
DP00624r001_5 0.66675 2.25 0.606 0.984 0.2 0.9279999999999999 53
DP00626r001_1 0.73218 7.27 0.206 0.942 0.5920000000000001 0.532 139
DP00626r001_2 0.73307 7.61 0.205 0.924 0.5720000000000001 0.516 139
DP00626r001_3 0.73005 7.13 0.2071 0.942 0.599 0.516 139
DP00626r001_4 0.73237 7.2 0.2065 0.944 0.5820000000000001 0.49700000000000005 139
DP00626r001_5 0.72752 6.85 0.2067 0.914 0.578 0.48 139
DP00628r001_1 0.41993 7.01 0.5394 0.629 0.23399999999999999 0.54 39
DP00628r001_2 0.45458000000000004 7.74 0.5329999999999999 0.802 0.23199999999999998 0.516 39
DP00628r001_3 0.44811999999999996 7.95 0.5473 0.732 0.23600000000000002 0.594 39
DP00628r001_4 0.43095 8.24 0.5368 0.675 0.239 0.528 39
DP00628r001_5 0.45192 7.83 0.5479 0.7709999999999999 0.282 0.569 39
DP00633r001_1 0.12648 2.3 0.6245 0.28 0.23399999999999999 0.313 166
DP00633r001_2 0.12505 2.41 0.6147 0.226 0.22899999999999998 0.289 166
DP00633r001_3 0.12227 2.42 0.5759 0.184 0.245 0.24600000000000002 166
DP00633r001_4 0.12032000000000001 2.59 0.5784 0.251 0.24100000000000002 0.29100000000000004 166
DP00633r001_5 0.12420999999999999 2.48 0.6046 0.24 0.259 0.28800000000000003 166
DP00645r001_1 0.4566 2.46 0.3764 0.628 0.287 0.221 185
DP00645r001_2 0.78108 1.99 0.5374 0.897 0.28 0.293 185
DP00645r001_3 0.75756 2.16 0.5415 0.893 0.268 0.32 185
DP00645r001_4 0.76021 2.03 0.5322 0.8959999999999999 0.28800000000000003 0.312 185
DP00645r001_5 0.7723300000000001 2.07 0.5434 0.897 0.29 0.302 185
DP00659r001_1 0.12922999999999998 18.64 0.2409 0.281 0.309 0.302 153
DP00659r001_2 0.12632000000000002 20.44 0.2373 0.242 0.27399999999999997 0.33799999999999997 153
DP00659r001_3 0.12934 22.12 0.2532 0.224 0.259 0.35 153
DP00659r001_4 0.12875 20.93 0.251 0.244 0.267 0.37 153
DP00659r001_5 0.1201 21.11 0.2438 0.268 0.302 0.322 153
DP00672r001_1 0.8833 1.26 0.5104 0.996 0.44799999999999995 0.593 61
DP00672r001_2 0.8807 1.25 0.5065 0.996 0.447 0.596 61
DP00672r001_3 0.87933 1.23 0.5066 0.99 0.45799999999999996 0.526 61
DP00672r001_4 0.87797 1.28 0.5048 0.996 0.45399999999999996 0.615 61
DP00672r001_5 0.87987 1.26 0.504 0.996 0.447 0.612 61
DP00673r001_1 0.65679 3.32 0.5029 0.945 0.33799999999999997 0.565 104
DP00673r001_2 0.65751 3.26 0.5001 0.963 0.33299999999999996 0.562 104
DP00673r001_3 0.66679 3.15 0.507 0.961 0.344 0.522 104
DP00673r001_4 0.66199 3.23 0.5046 0.961 0.341 0.568 104
DP00673r001_5 0.67362 3.09 0.5036 0.908 0.326 0.521 104
DP00674r001_1 0.12477 14.62 0.1961 0.215 0.161 0.326 154
DP00674r001_2 0.17225 13.77 0.2085 0.257 0.163 0.377 154
DP00674r001_3 0.16642 14.78 0.23199999999999998 0.217 0.172 0.373 154
DP00674r001_4 0.15585 12.8 0.212 0.219 0.195 0.381 154
DP00674r001_5 0.1521 13.25 0.1977 0.245 0.159 0.38 154
DP00683r003_1 0.40081999999999995 14.51 0.2878 0.485 0.303 0.366 184
DP00683r003_2 0.40181 16.36 0.2853 0.455 0.309 0.381 184
DP00683r003_3 0.41158 15.14 0.2876 0.413 0.312 0.353 184
DP00683r003_4 0.4006 14.8 0.284 0.479 0.324 0.332 184
DP00683r003_5 0.40613 13.67 0.2858 0.42 0.297 0.374 184
DP00694r001_1 0.48458999999999997 6.02 0.5831 0.557 0.222 0.20800000000000002 228
DP00694r001_2 0.50855 6.07 0.6679 0.551 0.278 0.268 228
DP00694r001_3 0.54642 9.27 0.6332 0.514 0.261 0.23800000000000002 228
DP00694r001_4 0.47722 6.11 0.6349 0.634 0.21899999999999997 0.255 228
DP00694r001_5 0.51235 5.68 0.643 0.615 0.23 0.235 228
DP00699r001_1 0.55115 4.56 0.2871 0.6659999999999999 0.326 0.183 406
DP00699r001_2 0.60885 4.74 0.2906 0.723 0.332 0.2 406
DP00699r001_3 0.5825199999999999 4.77 0.2894 0.603 0.337 0.204 406
DP00699r001_4 0.65937 4.2 0.3221 0.738 0.311 0.198 406
DP00699r001_5 0.52593 4.1 0.299 0.6859999999999999 0.34700000000000003 0.193 406
DP00707r001_1 0.489 1.28 0.8023 0.687 0.26899999999999996 0.659 74
DP00707r001_2 0.48718 1.31 0.7803 0.718 0.27899999999999997 0.7859999999999999 74
DP00707r001_3 0.48732 1.36 0.7747 0.7 0.292 0.7390000000000001 74
DP00707r001_4 0.48978 1.27 0.7818 0.72 0.27699999999999997 0.8079999999999999 74
DP00707r001_5 0.48791999999999996 1.31 0.7731 0.665 0.268 0.635 74
DP00716r001_1 0.75067 3.06 0.5157 0.914 0.40399999999999997 0.314 279
DP00716r001_2 0.7492800000000001 3.06 0.4968 0.894 0.39399999999999996 0.287 279
DP00716r001_3 0.74427 3.26 0.5091 0.883 0.39899999999999997 0.298 279
DP00716r001_4 0.73595 3.11 0.4979 0.897 0.396 0.294 279
DP00716r001_5 0.7562 3.11 0.5178 0.898 0.397 0.292 279
DP00718r013_1 0.47539 2.18 0.1141 0.762 0.435 0.528 63
DP00718r013_2 0.46731000000000006 2.24 0.113 0.723 0.38 0.494 63
DP00718r013_3 0.47293999999999997 2.19 0.1159 0.7509999999999999 0.44 0.486 63
DP00718r013_4 0.46913 2.27 0.1166 0.732 0.337 0.45399999999999996 63
DP00718r013_5 0.4697 2.26 0.1142 0.745 0.408 0.49 63
DP00718r027_1 0.45946000000000004 7.54 0.6654 0.775 0.235 0.52 41
DP00718r027_2 0.4587 7.63 0.6722 0.8270000000000001 0.235 0.542 41
DP00718r027_3 0.45779 8.05 0.67 0.741 0.233 0.5579999999999999 41
DP00718r027_4 0.45127 8.15 0.6326 0.701 0.24100000000000002 0.544 41
DP00718r027_5 0.45963000000000004 7.63 0.6769 0.8290000000000001 0.245 0.545 41
DP00720r001_1 0.13934000000000002 15.44 0.1332 0.545 0.332 0.385 82
DP00720r001_2 0.13962 15.62 0.125 0.498 0.387 0.39799999999999996 82
DP00720r001_3 0.15299000000000001 14.08 0.1368 0.487 0.386 0.382 82
DP00720r001_4 0.16777999999999998 13.19 0.1297 0.531 0.353 0.385 82
DP00720r001_5 0.18384 12.47 0.1308 0.514 0.304 0.40299999999999997 82
DP00721r001_1 0.1875 21.3 0.5724 0.263 0.271 0.318 156
DP00721r001_2 0.18866 18.3 0.5218 0.218 0.302 0.249 156
DP00721r001_3 0.19085 14.45 0.5666 0.239 0.268 0.326 156
DP00721r001_4 0.18381 19.99 0.5598 0.246 0.28600000000000003 0.304 156
DP00721r001_5 0.17951 21.97 0.5537 0.264 0.289 0.32799999999999996 156
DP00724r001_1 0.43849 8.62 0.4994 0.981 0.379 0.414 103
DP00724r001_2 0.4413 8.57 0.5023 0.981 0.36 0.41700000000000004 103
DP00724r001_3 0.44172 8.61 0.4982 0.979 0.359 0.42 103
DP00724r001_4 0.43813 8.62 0.5048 0.983 0.373 0.39399999999999996 103
DP00724r001_5 0.44035 8.57 0.4962 0.961 0.396 0.426 103
DP00748r009_1 0.41025 5.07 0.1667 0.974 0.632 0.7 56
DP00748r009_2 0.40896 5.03 0.1673 0.98 0.625 0.706 56
DP00748r009_3 0.40657 5.04 0.16699999999999998 0.981 0.63 0.696 56
DP00748r009_4 0.40741 5.05 0.1668 0.969 0.629 0.7140000000000001 56
DP00748r009_5 0.4063 5.05 0.1664 0.981 0.623 0.684 56
DP00749r003_1 0.23995999999999998 25.15 0.09915 0.34 0.46 0.204 378
DP00749r003_2 0.23806999999999998 24.18 0.0981 0.433 0.45399999999999996 0.21 378
DP00749r003_3 0.23769 24.75 0.0986 0.383 0.46399999999999997 0.217 378
DP00749r003_4 0.2487 24.84 0.0973 0.378 0.45399999999999996 0.203 378
DP00749r003_5 0.2477 22.97 0.0977 0.419 0.46 0.213 378
DP00749r004_1 0.18403 6.76 0.3766 0.339 0.124 0.5760000000000001 33
DP00749r004_2 0.22775 7.43 0.41200000000000003 0.354 0.14 0.47600000000000003 33
DP00749r004_3 0.18520999999999999 4.24 0.5142 0.273 0.151 0.64 33
DP00749r004_4 0.1831 6.94 0.4036 0.4970000000000001 0.14300000000000002 0.67 33
DP00749r004_5 0.18319000000000002 4.18 0.5055 0.477 0.149 0.479 33
DP00752r001_1 0.16235 10.43 0.1846 0.977 0.659 0.62 71
DP00752r001_2 0.16272 10.43 0.1817 0.971 0.6759999999999999 0.706 71
DP00752r001_3 0.1626 10.43 0.1848 0.98 0.669 0.644 71
DP00752r001_4 0.16212000000000001 10.47 0.1839 0.965 0.654 0.7040000000000001 71
DP00752r001_5 0.16254000000000002 10.44 0.1846 0.975 0.67 0.647 71
DP00753r001_1 0.17793 17.32 0.16899999999999998 0.975 0.652 0.61 81
DP00753r001_2 0.17670999999999998 17.33 0.1696 0.988 0.662 0.628 81
DP00753r001_3 0.17628 17.3 0.1693 0.988 0.662 0.5920000000000001 81
DP00753r001_4 0.17681 17.3 0.1706 0.98 0.659 0.633 81
DP00753r001_5 0.17595 17.31 0.1673 0.982 0.648 0.613 81
DP00753r004_1 0.46258999999999995 5.69 0.3062 0.94 0.6579999999999999 0.632 69
DP00753r004_2 0.46568999999999994 5.7 0.3078 0.962 0.642 0.594 69
DP00753r004_3 0.46675 5.73 0.3136 0.936 0.653 0.608 69
DP00753r004_4 0.46718000000000004 5.64 0.3069 0.958 0.654 0.621 69
DP00753r004_5 0.46611 5.66 0.3114 0.956 0.637 0.594 69
DP00754r001_1 0.22196 13.67 0.2334 0.398 0.215 0.406 33
DP00754r001_2 0.16815 13.71 0.2296 0.389 0.235 0.465 33
DP00754r001_3 0.193 13.62 0.2442 0.413 0.214 0.447 33
DP00754r001_4 0.22173 13.5 0.237 0.373 0.228 0.418 33
DP00754r001_5 0.27588 5.16 0.2608 0.279 0.125 0.47600000000000003 33
DP00765r002_1 0.43577 1.34 0.721 0.649 0.275 0.562 41
DP00765r002_2 0.43073 1.32 0.7213 0.649 0.273 0.556 41
DP00765r002_3 0.41788000000000003 1.41 0.6761 0.6579999999999999 0.22899999999999998 0.424 41
DP00765r002_4 0.43007 1.31 0.7312 0.652 0.293 0.526 41
